shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0,41.99095799988861,-88.29690300015208,100
0,41.990651999848886,-88.29669999976251,101
0,41.99029400009538,-88.29645899973806,102
0,41.99009800027634,-88.29635099978304,103
0,41.989803999750094,-88.29620099999521,104
0,41.98961300006817,-88.29611099958352,105
0,41.989370999679565,-88.29601100002442,106
0,41.989214000229474,-88.29596400016875,107
0,41.989085000098065,-88.29593400003154,108
0,41.98879000002624,-88.29589200019873,109
0,41.98826900008881,-88.29582500025158,110
0,41.98778299974306,-88.2957559997563,111
0,41.98674599968853,-88.29565600019717,112
0,41.98608899978384,-88.29554800024215,113
0,41.98594500020684,-88.29552399995269,114
0,41.98591900029489,-88.29551999975475,115
0,41.98517700007827,-88.29543199989119,116
0,41.98419799992248,-88.29530700021772,117
0,41.983373000070166,-88.29519599988964,118
0,41.982185000066664,-88.29505600014755,119
0,41.98127600017591,-88.29492599955289,120
0,41.98035899994007,-88.29481699977295,121
0,41.97983199969726,-88.29474800017599,122
0,41.9796180000553,-88.29472499971145,123
0,41.97928799969714,-88.29467899968068,124
0,41.978573000289,-88.29458999999223,125
0,41.97850099972157,-88.29458099977141,125
0,41.97821900022124,-88.29454399996148,126
0,41.9777469999637,-88.29448299986211,127
0,41.97708900030061,-88.29439699964838,128
0,41.97658000023949,-88.29432300002854,129
0,41.97658000023949,-88.29432300002854,200
0,41.976207000077096,-88.29423900036296,201
0,41.97536999984703,-88.29407100013346,202
0,41.9750650001054,-88.29404600001912,203
0,41.974925999767095,-88.29404299964605,204
0,41.97461700018165,-88.29408200000411,205
0,41.97439399980664,-88.29411999963894,206
0,41.97434300032394,-88.29413100040792,300
0,41.97427200008564,-88.2941509996011,301
0,41.974015000226224,-88.29426600012714,302
0,41.973874000049946,-88.29435599964052,303
0,41.973737000005954,-88.29446000029589,304
0,41.973635999726284,-88.29454999980926,305
0,41.97354099997175,-88.29464199987078,306
0,41.9734510003196,-88.29475200037393,307
0,41.97327000018147,-88.29504299972875,308
0,41.97316199999051,-88.29524000027057,309
0,41.973114000217905,-88.29533700035495,310
0,41.97300599976249,-88.29565299982413,311
0,41.97296900022603,-88.29580900035805,312
0,41.972938999864084,-88.29595699959775,313
0,41.97284399973777,-88.29651700036271,314
0,41.972826999946264,-88.29658299958663,315
0,41.97212600003589,-88.29875400035459,316
0,41.97202099998904,-88.29903499966366,317
0,41.971959999888675,-88.29917100010611,318
0,41.97189000013948,-88.29930300035058,319
0,41.97180599967105,-88.29942899984897,320
0,41.97171900033324,-88.29953599997908,321
0,41.97157200021489,-88.29969699963758,322
0,41.97142700005205,-88.29983999975269,323
0,41.971148999889934,-88.30010300041675,400
0,41.970941000051475,-88.30031000010598,401
0,41.970873000162456,-88.30039399977157,402
0,41.97081399994454,-88.30048099981022,403
0,41.9706859997594,-88.3007419999261,404
0,41.970587000306,-88.30103499982906,405
0,41.97051999986673,-88.3013240004324,406
